0, 14, cpu
14, 1, switch to kernel mode
15, 20, context saved
35, 1, find vector 5 in memory position 0x000A
36, 1, load address 0X048B into the PC
37, 200, execute interrupt service routine
237, 1, execute interrupt return
238, 78, cpu
316, 211, end of I/O 5: interrupt
527, 1, switch to kernel mode
528, 20, context saved
548, 1, find vector 5 in memory position 0x000A
549, 1, load address 0X048B into the PC
550, 200, execute interrupt service routine
750, 1, execute interrupt return
751, 84, cpu
835, 1, switch to kernel mode
836, 20, context saved
856, 1, find vector 16 in memory position 0x0020
857, 1, load address 0X02DF into the PC
858, 200, execute interrupt service routine
1058, 1, execute interrupt return
1059, 70, cpu
1129, 956, end of I/O 16: interrupt
2085, 1, switch to kernel mode
2086, 20, context saved
2106, 1, find vector 16 in memory position 0x0020
2107, 1, load address 0X02DF into the PC
2108, 200, execute interrupt service routine
2308, 1, execute interrupt return
2309, 35, cpu
2344, 1, switch to kernel mode
2345, 20, context saved
2365, 1, find vector 9 in memory position 0x0012
2366, 1, load address 0X036C into the PC
2367, 200, execute interrupt service routine
2567, 1, execute interrupt return
2568, 51, cpu
2619, 156, end of I/O 9: interrupt
2775, 1, switch to kernel mode
2776, 20, context saved
2796, 1, find vector 9 in memory position 0x0012
2797, 1, load address 0X036C into the PC
2798, 200, execute interrupt service routine
2998, 1, execute interrupt return
2999, 72, cpu
3071, 1, switch to kernel mode
3072, 20, context saved
3092, 1, find vector 2 in memory position 0x0004
3093, 1, load address 0X0695 into the PC
3094, 200, execute interrupt service routine
3294, 1, execute interrupt return
3295, 99, cpu
3394, 150, end of I/O 2: interrupt
3544, 1, switch to kernel mode
3545, 20, context saved
3565, 1, find vector 2 in memory position 0x0004
3566, 1, load address 0X0695 into the PC
3567, 200, execute interrupt service routine
3767, 1, execute interrupt return
3768, 69, cpu
3837, 1, switch to kernel mode
3838, 20, context saved
3858, 1, find vector 11 in memory position 0x0016
3859, 1, load address 0X01F8 into the PC
3860, 200, execute interrupt service routine
4060, 1, execute interrupt return
4061, 70, cpu
4131, 523, end of I/O 11: interrupt
4654, 1, switch to kernel mode
4655, 20, context saved
4675, 1, find vector 11 in memory position 0x0016
4676, 1, load address 0X01F8 into the PC
4677, 200, execute interrupt service routine
4877, 1, execute interrupt return
4878, 62, cpu
4940, 1, switch to kernel mode
4941, 20, context saved
4961, 1, find vector 19 in memory position 0x0026
4962, 1, load address 0X0765 into the PC
4963, 200, execute interrupt service routine
5163, 1, execute interrupt return
5164, 34, cpu
5198, 652, end of I/O 19: interrupt
5850, 1, switch to kernel mode
5851, 20, context saved
5871, 1, find vector 19 in memory position 0x0026
5872, 1, load address 0X0765 into the PC
5873, 200, execute interrupt service routine
6073, 1, execute interrupt return
6074, 85, cpu
6159, 1, switch to kernel mode
6160, 20, context saved
6180, 1, find vector 15 in memory position 0x001E
6181, 1, load address 0X0584 into the PC
6182, 200, execute interrupt service routine
6382, 1, execute interrupt return
6383, 73, cpu
6456, 68, end of I/O 15: interrupt
6524, 1, switch to kernel mode
6525, 20, context saved
6545, 1, find vector 15 in memory position 0x001E
6546, 1, load address 0X0584 into the PC
6547, 200, execute interrupt service routine
6747, 1, execute interrupt return
6748, 26, cpu
6774, 1, switch to kernel mode
6775, 20, context saved
