0, 14, cpu
14, 1, switch to kernel mode
15, 20, context saved
35, 1, find vector 5 in memory position 0x000A
36, 1, load address 0X048B into the PC
37, 110, execute interrupt service routine
147, 1, execute interrupt return
148, 78, cpu
226, 211, end of I/O 5: interrupt
437, 1, switch to kernel mode
438, 20, context saved
458, 1, find vector 5 in memory position 0x000A
459, 1, load address 0X048B into the PC
460, 110, execute interrupt service routine
570, 1, execute interrupt return
571, 84, cpu
655, 1, switch to kernel mode
656, 20, context saved
676, 1, find vector 16 in memory position 0x0020
677, 1, load address 0X02DF into the PC
678, 110, execute interrupt service routine
788, 1, execute interrupt return
789, 70, cpu
859, 956, end of I/O 16: interrupt
1815, 1, switch to kernel mode
1816, 20, context saved
1836, 1, find vector 16 in memory position 0x0020
1837, 1, load address 0X02DF into the PC
1838, 110, execute interrupt service routine
1948, 1, execute interrupt return
1949, 35, cpu
1984, 1, switch to kernel mode
1985, 20, context saved
2005, 1, find vector 9 in memory position 0x0012
2006, 1, load address 0X036C into the PC
2007, 110, execute interrupt service routine
2117, 1, execute interrupt return
2118, 51, cpu
2169, 156, end of I/O 9: interrupt
2325, 1, switch to kernel mode
2326, 20, context saved
2346, 1, find vector 9 in memory position 0x0012
2347, 1, load address 0X036C into the PC
2348, 110, execute interrupt service routine
2458, 1, execute interrupt return
2459, 72, cpu
2531, 1, switch to kernel mode
2532, 20, context saved
2552, 1, find vector 2 in memory position 0x0004
2553, 1, load address 0X0695 into the PC
2554, 110, execute interrupt service routine
2664, 1, execute interrupt return
2665, 99, cpu
2764, 150, end of I/O 2: interrupt
2914, 1, switch to kernel mode
2915, 20, context saved
2935, 1, find vector 2 in memory position 0x0004
2936, 1, load address 0X0695 into the PC
2937, 110, execute interrupt service routine
3047, 1, execute interrupt return
3048, 69, cpu
3117, 1, switch to kernel mode
3118, 20, context saved
3138, 1, find vector 11 in memory position 0x0016
3139, 1, load address 0X01F8 into the PC
3140, 110, execute interrupt service routine
3250, 1, execute interrupt return
3251, 70, cpu
3321, 523, end of I/O 11: interrupt
3844, 1, switch to kernel mode
3845, 20, context saved
3865, 1, find vector 11 in memory position 0x0016
3866, 1, load address 0X01F8 into the PC
3867, 110, execute interrupt service routine
3977, 1, execute interrupt return
3978, 62, cpu
4040, 1, switch to kernel mode
4041, 20, context saved
4061, 1, find vector 19 in memory position 0x0026
4062, 1, load address 0X0765 into the PC
4063, 110, execute interrupt service routine
4173, 1, execute interrupt return
4174, 34, cpu
4208, 652, end of I/O 19: interrupt
4860, 1, switch to kernel mode
4861, 20, context saved
4881, 1, find vector 19 in memory position 0x0026
4882, 1, load address 0X0765 into the PC
4883, 110, execute interrupt service routine
4993, 1, execute interrupt return
4994, 85, cpu
5079, 1, switch to kernel mode
5080, 20, context saved
5100, 1, find vector 15 in memory position 0x001E
5101, 1, load address 0X0584 into the PC
5102, 110, execute interrupt service routine
5212, 1, execute interrupt return
5213, 73, cpu
5286, 68, end of I/O 15: interrupt
5354, 1, switch to kernel mode
5355, 20, context saved
5375, 1, find vector 15 in memory position 0x001E
5376, 1, load address 0X0584 into the PC
5377, 110, execute interrupt service routine
5487, 1, execute interrupt return
5488, 26, cpu
5514, 1, switch to kernel mode
5515, 20, context saved
