0, 86, cpu
86, 1, switch to kernel mode
87, 10, context saved
97, 1, find vector 9 in memory position 0x0012
98, 1, load address 0X036C into the PC
99, 130, execute interrupt service routine
229, 1, execute interrupt return
230, 61, cpu
291, 156, end of I/O 9: interrupt
447, 1, switch to kernel mode
448, 10, context saved
458, 1, find vector 9 in memory position 0x0012
459, 1, load address 0X036C into the PC
460, 130, execute interrupt service routine
590, 1, execute interrupt return
591, 27, cpu
618, 1, switch to kernel mode
619, 10, context saved
629, 1, find vector 17 in memory position 0x0022
630, 1, load address 0X05B3 into the PC
631, 130, execute interrupt service routine
761, 1, execute interrupt return
762, 19, cpu
781, 235, end of I/O 17: interrupt
1016, 1, switch to kernel mode
1017, 10, context saved
1027, 1, find vector 17 in memory position 0x0022
1028, 1, load address 0X05B3 into the PC
1029, 130, execute interrupt service routine
1159, 1, execute interrupt return
1160, 92, cpu
1252, 1, switch to kernel mode
1253, 10, context saved
1263, 1, find vector 8 in memory position 0x0010
1264, 1, load address 0X06EF into the PC
1265, 130, execute interrupt service routine
1395, 1, execute interrupt return
1396, 36, cpu
1432, 1000, end of I/O 8: interrupt
2432, 1, switch to kernel mode
2433, 10, context saved
2443, 1, find vector 8 in memory position 0x0010
2444, 1, load address 0X06EF into the PC
2445, 130, execute interrupt service routine
2575, 1, execute interrupt return
2576, 19, cpu
2595, 1, switch to kernel mode
2596, 10, context saved
2606, 1, find vector 1 in memory position 0x0002
2607, 1, load address 0X029C into the PC
2608, 130, execute interrupt service routine
2738, 1, execute interrupt return
2739, 33, cpu
2772, 100, end of I/O 1: interrupt
2872, 1, switch to kernel mode
2873, 10, context saved
2883, 1, find vector 1 in memory position 0x0002
2884, 1, load address 0X029C into the PC
2885, 130, execute interrupt service routine
3015, 1, execute interrupt return
3016, 90, cpu
3106, 1, switch to kernel mode
3107, 10, context saved
3117, 1, find vector 20 in memory position 0x0028
3118, 1, load address 0X07B7 into the PC
3119, 130, execute interrupt service routine
3249, 1, execute interrupt return
3250, 13, cpu
3263, 0, end of I/O 20: interrupt
3263, 1, switch to kernel mode
3264, 10, context saved
3274, 1, find vector 20 in memory position 0x0028
3275, 1, load address 0X07B7 into the PC
3276, 130, execute interrupt service routine
3406, 1, execute interrupt return
3407, 12, cpu
3419, 1, switch to kernel mode
3420, 10, context saved
3430, 1, find vector 13 in memory position 0x001A
3431, 1, load address 0X06C7 into the PC
3432, 130, execute interrupt service routine
3562, 1, execute interrupt return
3563, 23, cpu
3586, 636, end of I/O 13: interrupt
4222, 1, switch to kernel mode
4223, 10, context saved
4233, 1, find vector 13 in memory position 0x001A
4234, 1, load address 0X06C7 into the PC
4235, 130, execute interrupt service routine
4365, 1, execute interrupt return
4366, 51, cpu
4417, 1, switch to kernel mode
4418, 10, context saved
4428, 1, find vector 10 in memory position 0x0014
4429, 1, load address 0X07B0 into the PC
4430, 130, execute interrupt service routine
4560, 1, execute interrupt return
4561, 49, cpu
4610, 564, end of I/O 10: interrupt
5174, 1, switch to kernel mode
5175, 10, context saved
5185, 1, find vector 10 in memory position 0x0014
5186, 1, load address 0X07B0 into the PC
5187, 130, execute interrupt service routine
5317, 1, execute interrupt return
5318, 87, cpu
