0, 86, cpu
86, 1, switch to kernel mode
87, 30, context saved
117, 1, find vector 9 in memory position 0x0012
118, 1, load address 0X036C into the PC
119, 40, execute interrupt service routine
159, 1, execute interrupt return
160, 61, cpu
221, 156, end of I/O 9: interrupt
377, 1, switch to kernel mode
378, 30, context saved
408, 1, find vector 9 in memory position 0x0012
409, 1, load address 0X036C into the PC
410, 40, execute interrupt service routine
450, 1, execute interrupt return
451, 27, cpu
478, 1, switch to kernel mode
479, 30, context saved
509, 1, find vector 17 in memory position 0x0022
510, 1, load address 0X05B3 into the PC
511, 40, execute interrupt service routine
551, 1, execute interrupt return
552, 19, cpu
571, 235, end of I/O 17: interrupt
806, 1, switch to kernel mode
807, 30, context saved
837, 1, find vector 17 in memory position 0x0022
838, 1, load address 0X05B3 into the PC
839, 40, execute interrupt service routine
879, 1, execute interrupt return
880, 92, cpu
972, 1, switch to kernel mode
973, 30, context saved
1003, 1, find vector 8 in memory position 0x0010
1004, 1, load address 0X06EF into the PC
1005, 40, execute interrupt service routine
1045, 1, execute interrupt return
1046, 36, cpu
1082, 1000, end of I/O 8: interrupt
2082, 1, switch to kernel mode
2083, 30, context saved
2113, 1, find vector 8 in memory position 0x0010
2114, 1, load address 0X06EF into the PC
2115, 40, execute interrupt service routine
2155, 1, execute interrupt return
2156, 19, cpu
2175, 1, switch to kernel mode
2176, 30, context saved
2206, 1, find vector 1 in memory position 0x0002
2207, 1, load address 0X029C into the PC
2208, 40, execute interrupt service routine
2248, 1, execute interrupt return
2249, 33, cpu
2282, 100, end of I/O 1: interrupt
2382, 1, switch to kernel mode
2383, 30, context saved
2413, 1, find vector 1 in memory position 0x0002
2414, 1, load address 0X029C into the PC
2415, 40, execute interrupt service routine
2455, 1, execute interrupt return
2456, 90, cpu
2546, 1, switch to kernel mode
2547, 30, context saved
2577, 1, find vector 20 in memory position 0x0028
2578, 1, load address 0X07B7 into the PC
2579, 40, execute interrupt service routine
2619, 1, execute interrupt return
2620, 13, cpu
2633, 0, end of I/O 20: interrupt
2633, 1, switch to kernel mode
2634, 30, context saved
2664, 1, find vector 20 in memory position 0x0028
2665, 1, load address 0X07B7 into the PC
2666, 40, execute interrupt service routine
2706, 1, execute interrupt return
2707, 12, cpu
2719, 1, switch to kernel mode
2720, 30, context saved
2750, 1, find vector 13 in memory position 0x001A
2751, 1, load address 0X06C7 into the PC
2752, 40, execute interrupt service routine
2792, 1, execute interrupt return
2793, 23, cpu
2816, 636, end of I/O 13: interrupt
3452, 1, switch to kernel mode
3453, 30, context saved
3483, 1, find vector 13 in memory position 0x001A
3484, 1, load address 0X06C7 into the PC
3485, 40, execute interrupt service routine
3525, 1, execute interrupt return
3526, 51, cpu
3577, 1, switch to kernel mode
3578, 30, context saved
3608, 1, find vector 10 in memory position 0x0014
3609, 1, load address 0X07B0 into the PC
3610, 40, execute interrupt service routine
3650, 1, execute interrupt return
3651, 49, cpu
3700, 564, end of I/O 10: interrupt
4264, 1, switch to kernel mode
4265, 30, context saved
4295, 1, find vector 10 in memory position 0x0014
4296, 1, load address 0X07B0 into the PC
4297, 40, execute interrupt service routine
4337, 1, execute interrupt return
4338, 87, cpu
