0, 86, cpu
86, 1, switch to kernel mode
87, 10, context saved
97, 1, find vector 9 in memory position 0x0012
98, 1, load address 0X036C into the PC
99, 110, execute interrupt service routine
209, 1, execute interrupt return
210, 61, cpu
271, 156, end of I/O 9: interrupt
427, 1, switch to kernel mode
428, 10, context saved
438, 1, find vector 9 in memory position 0x0012
439, 1, load address 0X036C into the PC
440, 110, execute interrupt service routine
550, 1, execute interrupt return
551, 27, cpu
578, 1, switch to kernel mode
579, 10, context saved
589, 1, find vector 17 in memory position 0x0022
590, 1, load address 0X05B3 into the PC
591, 110, execute interrupt service routine
701, 1, execute interrupt return
702, 19, cpu
721, 235, end of I/O 17: interrupt
956, 1, switch to kernel mode
957, 10, context saved
967, 1, find vector 17 in memory position 0x0022
968, 1, load address 0X05B3 into the PC
969, 110, execute interrupt service routine
1079, 1, execute interrupt return
1080, 92, cpu
1172, 1, switch to kernel mode
1173, 10, context saved
1183, 1, find vector 8 in memory position 0x0010
1184, 1, load address 0X06EF into the PC
1185, 110, execute interrupt service routine
1295, 1, execute interrupt return
1296, 36, cpu
1332, 1000, end of I/O 8: interrupt
2332, 1, switch to kernel mode
2333, 10, context saved
2343, 1, find vector 8 in memory position 0x0010
2344, 1, load address 0X06EF into the PC
2345, 110, execute interrupt service routine
2455, 1, execute interrupt return
2456, 19, cpu
2475, 1, switch to kernel mode
2476, 10, context saved
2486, 1, find vector 1 in memory position 0x0002
2487, 1, load address 0X029C into the PC
2488, 110, execute interrupt service routine
2598, 1, execute interrupt return
2599, 33, cpu
2632, 100, end of I/O 1: interrupt
2732, 1, switch to kernel mode
2733, 10, context saved
2743, 1, find vector 1 in memory position 0x0002
2744, 1, load address 0X029C into the PC
2745, 110, execute interrupt service routine
2855, 1, execute interrupt return
2856, 90, cpu
2946, 1, switch to kernel mode
2947, 10, context saved
2957, 1, find vector 20 in memory position 0x0028
2958, 1, load address 0X07B7 into the PC
2959, 110, execute interrupt service routine
3069, 1, execute interrupt return
3070, 13, cpu
3083, 0, end of I/O 20: interrupt
3083, 1, switch to kernel mode
3084, 10, context saved
3094, 1, find vector 20 in memory position 0x0028
3095, 1, load address 0X07B7 into the PC
3096, 110, execute interrupt service routine
3206, 1, execute interrupt return
3207, 12, cpu
3219, 1, switch to kernel mode
3220, 10, context saved
3230, 1, find vector 13 in memory position 0x001A
3231, 1, load address 0X06C7 into the PC
3232, 110, execute interrupt service routine
3342, 1, execute interrupt return
3343, 23, cpu
3366, 636, end of I/O 13: interrupt
4002, 1, switch to kernel mode
4003, 10, context saved
4013, 1, find vector 13 in memory position 0x001A
4014, 1, load address 0X06C7 into the PC
4015, 110, execute interrupt service routine
4125, 1, execute interrupt return
4126, 51, cpu
4177, 1, switch to kernel mode
4178, 10, context saved
4188, 1, find vector 10 in memory position 0x0014
4189, 1, load address 0X07B0 into the PC
4190, 110, execute interrupt service routine
4300, 1, execute interrupt return
4301, 49, cpu
4350, 564, end of I/O 10: interrupt
4914, 1, switch to kernel mode
4915, 10, context saved
4925, 1, find vector 10 in memory position 0x0014
4926, 1, load address 0X07B0 into the PC
4927, 110, execute interrupt service routine
5037, 1, execute interrupt return
5038, 87, cpu
