0, 95, cpu
95, 1, switch to kernel mode
96, 10, context saved
106, 1, find vector 6 in memory position 0x000C
107, 1, load address 0X0639 into the PC
108, 70, execute interrupt service routine
178, 1, execute interrupt return
179, 26, cpu
205, 265, end of I/O 6: interrupt
470, 1, switch to kernel mode
471, 10, context saved
481, 1, find vector 6 in memory position 0x000C
482, 1, load address 0X0639 into the PC
483, 70, execute interrupt service routine
553, 1, execute interrupt return
554, 72, cpu
626, 1, switch to kernel mode
627, 10, context saved
637, 1, find vector 17 in memory position 0x0022
638, 1, load address 0X05B3 into the PC
639, 70, execute interrupt service routine
709, 1, execute interrupt return
710, 50, cpu
760, 235, end of I/O 17: interrupt
995, 1, switch to kernel mode
996, 10, context saved
1006, 1, find vector 17 in memory position 0x0022
1007, 1, load address 0X05B3 into the PC
1008, 70, execute interrupt service routine
1078, 1, execute interrupt return
1079, 88, cpu
1167, 1, switch to kernel mode
1168, 10, context saved
1178, 1, find vector 14 in memory position 0x001C
1179, 1, load address 0X0165 into the PC
1180, 70, execute interrupt service routine
1250, 1, execute interrupt return
1251, 31, cpu
1282, 456, end of I/O 14: interrupt
1738, 1, switch to kernel mode
1739, 10, context saved
1749, 1, find vector 14 in memory position 0x001C
1750, 1, load address 0X0165 into the PC
1751, 70, execute interrupt service routine
1821, 1, execute interrupt return
1822, 52, cpu
